"sim_number","generation","diameter","strain"
121,46,16,"Grande"
121,47,15,"Grande"
121,48,15,"Grande"
121,49,15,"Grande"
121,50,16,"Grande"
121,51,15,"Grande"
121,52,17,"Grande"
121,53,15,"Grande"
121,54,16,"Grande"
121,55,15,"Grande"
121,56,16,"Grande"
121,57,15,"Grande"
121,58,15,"Grande"
121,59,15,"Grande"
121,60,15,"Grande"
121,61,16,"Grande"
121,62,16,"Grande"
121,63,14,"Grande"
121,64,16,"Grande"
121,65,15,"Grande"
121,66,16,"Grande"
121,67,15,"Grande"
121,68,15,"Grande"
121,69,15,"Grande"
121,70,16,"Grande"
121,71,16,"Grande"
121,72,16,"Grande"
121,73,17,"Grande"
121,74,16,"Grande"
121,75,16,"Grande"
121,76,15,"Grande"
121,77,15,"Grande"
121,78,16,"Grande"
121,79,15,"Grande"
121,80,15,"Grande"
121,81,17,"Grande"
121,82,15,"Grande"
121,83,17,"Grande"
121,84,16,"Grande"
121,85,15,"Grande"
121,86,16,"Grande"
121,87,15,"Grande"
121,88,15,"Grande"
121,89,16,"Grande"
121,90,16,"Grande"
121,91,15,"Grande"
121,92,16,"Grande"
121,93,16,"Grande"
121,94,16,"Grande"
121,95,17,"Grande"
121,96,16,"Grande"
121,97,16,"Grande"
121,98,17,"Grande"
121,99,17,"Grande"
121,100,16,"Grande"
121,101,15,"Grande"
122,0,15,"Grande"
122,1,15,"Grande"
122,2,14,"Grande"
122,3,15,"Grande"
122,4,15,"Grande"
122,5,15,"Grande"
122,6,15,"Grande"
122,7,15,"Grande"
122,8,16,"Grande"
122,9,15,"Grande"
122,10,16,"Grande"
122,11,16,"Grande"
122,12,16,"Grande"
122,13,16,"Grande"
122,14,15,"Grande"
122,15,14,"Grande"
122,16,15,"Grande"
122,17,15,"Grande"
122,18,16,"Grande"
122,19,14,"Grande"
122,20,15,"Grande"
122,21,15,"Grande"
122,22,15,"Grande"
122,23,16,"Grande"
122,24,15,"Grande"
122,25,16,"Grande"
122,26,15,"Grande"
122,27,17,"Grande"
122,28,17,"Grande"
122,29,16,"Grande"
122,30,15,"Grande"
122,31,16,"Grande"
122,32,15,"Grande"
122,33,14,"Grande"
122,34,14,"Grande"
122,35,16,"Grande"
122,36,16,"Grande"
122,37,15,"Grande"
122,38,15,"Grande"
122,39,15,"Grande"
122,40,15,"Grande"
122,41,15,"Grande"
122,42,15,"Grande"
122,43,15,"Grande"
122,44,16,"Grande"
122,45,17,"Grande"
122,46,17,"Grande"
122,47,16,"Grande"
122,48,17,"Grande"
122,49,15,"Grande"
122,50,16,"Grande"
122,51,16,"Grande"
122,52,16,"Grande"
122,53,15,"Grande"
122,54,16,"Grande"
122,55,16,"Grande"
122,56,17,"Grande"
122,57,14,"Grande"
122,58,15,"Grande"
122,59,15,"Grande"
122,60,15,"Grande"
122,61,16,"Grande"
122,62,16,"Grande"
122,63,15,"Grande"
122,64,15,"Grande"
122,65,15,"Grande"
122,66,16,"Grande"
122,67,15,"Grande"
122,68,16,"Grande"
122,69,16,"Grande"
122,70,15,"Grande"
122,71,17,"Grande"
122,72,16,"Grande"
122,73,16,"Grande"
122,74,15,"Grande"
122,75,15,"Grande"
122,76,16,"Grande"
122,77,16,"Grande"
122,78,15,"Grande"
122,79,16,"Grande"
122,80,16,"Grande"
122,81,14,"Grande"
122,82,15,"Grande"
122,83,17,"Grande"
122,84,17,"Grande"
122,85,14,"Grande"
122,86,16,"Grande"
122,87,15,"Grande"
122,88,15,"Grande"
122,89,15,"Grande"
122,90,15,"Grande"
122,91,15,"Grande"
122,92,16,"Grande"
122,93,14,"Grande"
122,94,16,"Grande"
122,95,16,"Grande"
122,96,15,"Grande"
122,97,14,"Grande"
122,98,16,"Grande"
122,99,15,"Grande"
122,100,15,"Grande"
122,101,15,"Grande"
123,0,15,"Grande"
123,1,16,"Grande"
123,2,14,"Grande"
123,3,14,"Grande"
123,4,13,"Grande"
123,5,14,"Grande"
123,6,15,"Grande"
123,7,15,"Grande"
123,8,16,"Grande"
123,9,15,"Grande"
123,10,16,"Grande"
123,11,17,"Grande"
123,12,17,"Grande"
123,13,15,"Grande"
123,14,15,"Grande"
123,15,15,"Grande"
123,16,15,"Grande"
123,17,16,"Grande"
123,18,16,"Grande"
123,19,16,"Grande"
123,20,16,"Grande"
123,21,16,"Grande"
123,22,15,"Grande"
123,23,15,"Grande"
123,24,15,"Grande"
123,25,16,"Grande"
123,26,15,"Grande"
123,27,17,"Grande"
123,28,17,"Grande"
123,29,15,"Grande"
123,30,15,"Grande"
123,31,16,"Grande"
123,32,16,"Grande"
123,33,17,"Grande"
123,34,16,"Grande"
123,35,17,"Grande"
123,36,16,"Grande"
123,37,16,"Grande"
123,38,14,"Grande"
123,39,16,"Grande"
123,40,14,"Grande"
123,41,13,"Grande"
123,42,15,"Grande"
123,43,15,"Grande"
123,44,16,"Grande"
123,45,15,"Grande"
123,46,15,"Grande"
123,47,15,"Grande"
123,48,14,"Grande"
123,49,15,"Grande"
123,50,16,"Grande"
123,51,16,"Grande"
123,52,15,"Grande"
123,53,15,"Grande"
123,54,14,"Grande"
123,55,16,"Grande"
123,56,16,"Grande"
123,57,15,"Grande"
123,58,17,"Grande"
123,59,17,"Grande"
123,60,15,"Grande"
123,61,15,"Grande"
123,62,16,"Grande"
123,63,16,"Grande"
123,64,15,"Grande"
123,65,16,"Grande"
123,66,15,"Grande"
123,67,15,"Grande"
123,68,15,"Grande"
123,69,16,"Grande"
123,70,16,"Grande"
123,71,16,"Grande"
123,72,16,"Grande"
123,73,15,"Grande"
123,74,16,"Grande"
123,75,16,"Grande"
123,76,16,"Grande"
123,77,15,"Grande"
123,78,15,"Grande"
123,79,16,"Grande"
123,80,18,"Grande"
123,81,16,"Grande"
123,82,17,"Grande"
123,83,16,"Grande"
123,84,15,"Grande"
123,85,15,"Grande"
123,86,16,"Grande"
123,87,16,"Grande"
123,88,15,"Grande"
123,89,16,"Grande"
123,90,15,"Grande"
123,91,17,"Grande"
123,92,17,"Grande"
123,93,16,"Grande"
123,94,17,"Grande"
123,95,16,"Grande"
123,96,16,"Grande"
123,97,15,"Grande"
123,98,15,"Grande"
123,99,16,"Grande"
123,100,15,"Grande"
123,101,15,"Grande"
124,0,15,"Grande"
124,1,15,"Grande"
124,2,16,"Grande"
124,3,15,"Grande"
124,4,15,"Grande"
124,5,14,"Grande"
124,6,14,"Grande"
124,7,15,"Grande"
124,8,16,"Grande"
124,9,15,"Grande"
124,10,16,"Grande"
124,11,15,"Grande"
124,12,15,"Grande"
124,13,17,"Grande"
124,14,16,"Grande"
124,15,14,"Grande"
124,16,16,"Grande"
124,17,15,"Grande"
124,18,17,"Grande"
124,19,16,"Grande"
124,20,16,"Grande"
124,21,17,"Grande"
124,22,17,"Grande"
124,23,15,"Grande"
124,24,16,"Grande"
124,25,15,"Grande"
124,26,16,"Grande"
124,27,15,"Grande"
124,28,15,"Grande"
124,29,15,"Grande"
124,30,16,"Grande"
124,31,16,"Grande"
124,32,15,"Grande"
124,33,16,"Grande"
124,34,14,"Grande"
124,35,16,"Grande"
124,36,17,"Grande"
124,37,16,"Grande"
124,38,17,"Grande"
124,39,18,"Grande"
124,40,16,"Grande"
124,41,17,"Grande"
124,42,15,"Grande"
124,43,14,"Grande"
124,44,16,"Grande"
124,45,15,"Grande"
124,46,16,"Grande"
124,47,13,"Grande"
124,48,16,"Grande"
124,49,15,"Grande"
124,50,15,"Grande"
124,51,17,"Grande"
124,52,15,"Grande"
124,53,15,"Grande"
124,54,16,"Grande"
124,55,16,"Grande"
124,56,15,"Grande"
124,57,15,"Grande"
124,58,15,"Grande"
124,59,17,"Grande"
124,60,15,"Grande"
124,61,15,"Grande"
124,62,16,"Grande"
124,63,14,"Grande"
124,64,14,"Grande"
124,65,15,"Grande"
124,66,15,"Grande"
124,67,15,"Grande"
124,68,16,"Grande"
124,69,16,"Grande"
124,70,15,"Grande"
124,71,16,"Grande"
124,72,16,"Grande"
124,73,16,"Grande"
124,74,15,"Grande"
124,75,16,"Grande"
124,76,15,"Grande"
124,77,17,"Grande"
124,78,16,"Grande"
124,79,16,"Grande"
124,80,16,"Grande"
124,81,16,"Grande"
124,82,17,"Grande"
124,83,15,"Grande"
124,84,16,"Grande"
124,85,16,"Grande"
124,86,16,"Grande"
124,87,14,"Grande"
124,88,14,"Grande"
124,89,16,"Grande"
124,90,17,"Grande"
124,91,17,"Grande"
124,92,16,"Grande"
124,93,15,"Grande"
124,94,15,"Grande"
124,95,15,"Grande"
124,96,15,"Grande"
124,97,15,"Grande"
124,98,14,"Grande"
124,99,15,"Grande"
124,100,14,"Grande"
124,101,17,"Grande"
125,0,16,"Grande"
125,1,15,"Grande"
125,2,15,"Grande"
125,3,15,"Grande"
125,4,15,"Grande"
125,5,17,"Grande"
125,6,15,"Grande"
125,7,17,"Grande"
125,8,17,"Grande"
125,9,16,"Grande"
125,10,15,"Grande"
125,11,15,"Grande"
125,12,15,"Grande"
125,13,15,"Grande"
125,14,15,"Grande"
125,15,15,"Grande"
125,16,15,"Grande"
125,17,14,"Grande"
125,18,16,"Grande"
125,19,14,"Grande"
125,20,14,"Grande"
125,21,15,"Grande"
125,22,15,"Grande"
125,23,16,"Grande"
125,24,16,"Grande"
125,25,14,"Grande"
125,26,17,"Grande"
125,27,16,"Grande"
125,28,16,"Grande"
125,29,16,"Grande"
125,30,15,"Grande"
125,31,15,"Grande"
125,32,15,"Grande"
125,33,15,"Grande"
125,34,15,"Grande"
125,35,15,"Grande"
125,36,15,"Grande"
125,37,16,"Grande"
125,38,16,"Grande"
125,39,15,"Grande"
125,40,16,"Grande"
125,41,16,"Grande"
125,42,17,"Grande"
125,43,16,"Grande"
125,44,15,"Grande"
125,45,16,"Grande"
125,46,15,"Grande"
125,47,16,"Grande"
125,48,17,"Grande"
125,49,16,"Grande"
125,50,16,"Grande"
125,51,17,"Grande"
125,52,17,"Grande"
125,53,17,"Grande"
125,54,15,"Grande"
125,55,16,"Grande"
125,56,15,"Grande"
125,57,17,"Grande"
125,58,15,"Grande"
125,59,15,"Grande"
125,60,15,"Grande"
125,61,16,"Grande"
125,62,15,"Grande"
125,63,17,"Grande"
125,64,17,"Grande"
125,65,17,"Grande"
125,66,16,"Grande"
125,67,16,"Grande"
125,68,16,"Grande"
125,69,17,"Grande"
125,70,15,"Grande"
125,71,17,"Grande"
125,72,17,"Grande"
125,73,17,"Grande"
125,74,17,"Grande"
125,75,17,"Grande"
125,76,18,"Grande"
125,77,14,"Grande"
125,78,16,"Grande"
125,79,17,"Grande"
125,80,15,"Grande"
125,81,15,"Grande"
125,82,14,"Grande"
125,83,15,"Grande"
125,84,15,"Grande"
125,85,16,"Grande"
125,86,16,"Grande"
125,87,14,"Grande"
125,88,15,"Grande"
125,89,16,"Grande"
125,90,16,"Grande"
125,91,17,"Grande"
125,92,16,"Grande"
125,93,15,"Grande"
125,94,15,"Grande"
125,95,16,"Grande"
125,96,16,"Grande"
125,97,15,"Grande"
125,98,15,"Grande"
125,99,15,"Grande"
125,100,15,"Grande"
125,101,16,"Grande"
126,0,16,"Grande"
126,1,15,"Grande"
126,2,16,"Grande"
126,3,15,"Grande"
126,4,17,"Grande"
126,5,16,"Grande"
126,6,17,"Grande"
126,7,17,"Grande"
126,8,17,"Grande"
126,9,15,"Grande"
126,10,16,"Grande"
126,11,16,"Grande"
126,12,16,"Grande"
126,13,16,"Grande"
126,14,15,"Grande"
126,15,15,"Grande"
126,16,15,"Grande"
126,17,16,"Grande"
126,18,16,"Grande"
126,19,16,"Grande"
126,20,15,"Grande"
126,21,15,"Grande"
126,22,16,"Grande"
126,23,16,"Grande"
126,24,15,"Grande"
126,25,16,"Grande"
126,26,17,"Grande"
126,27,15,"Grande"
126,28,15,"Grande"
126,29,15,"Grande"
126,30,15,"Grande"
126,31,17,"Grande"
126,32,17,"Grande"
126,33,16,"Grande"
126,34,15,"Grande"
126,35,15,"Grande"
126,36,16,"Grande"
126,37,17,"Grande"
126,38,15,"Grande"
126,39,15,"Grande"
126,40,15,"Grande"
126,41,16,"Grande"
126,42,15,"Grande"
126,43,15,"Grande"
126,44,15,"Grande"
126,45,15,"Grande"
126,46,15,"Grande"
126,47,17,"Grande"
126,48,15,"Grande"
126,49,16,"Grande"
126,50,16,"Grande"
126,51,16,"Grande"
126,52,16,"Grande"
126,53,16,"Grande"
126,54,15,"Grande"
126,55,16,"Grande"
126,56,14,"Grande"
126,57,16,"Grande"
126,58,16,"Grande"
126,59,16,"Grande"
126,60,17,"Grande"
126,61,16,"Grande"
126,62,15,"Grande"
126,63,15,"Grande"
126,64,15,"Grande"
126,65,16,"Grande"
126,66,17,"Grande"
126,67,16,"Grande"
126,68,15,"Grande"
126,69,15,"Grande"
126,70,15,"Grande"
126,71,15,"Grande"
126,72,15,"Grande"
126,73,15,"Grande"
126,74,16,"Grande"
126,75,17,"Grande"
126,76,16,"Grande"
126,77,14,"Grande"
126,78,16,"Grande"
126,79,15,"Grande"
126,80,17,"Grande"
126,81,17,"Grande"
126,82,17,"Grande"
126,83,14,"Grande"
126,84,15,"Grande"
126,85,14,"Grande"
126,86,15,"Grande"
126,87,17,"Grande"
126,88,15,"Grande"
126,89,17,"Grande"
126,90,16,"Grande"
126,91,15,"Grande"
126,92,15,"Grande"
126,93,16,"Grande"
126,94,15,"Grande"
126,95,17,"Grande"
126,96,15,"Grande"
126,97,15,"Grande"
126,98,15,"Grande"
126,99,16,"Grande"
126,100,15,"Grande"
126,101,15,"Grande"
127,0,15,"Grande"
127,1,15,"Grande"
127,2,15,"Grande"
127,3,15,"Grande"
127,4,14,"Grande"
127,5,15,"Grande"
127,6,16,"Grande"
127,7,15,"Grande"
127,8,15,"Grande"
127,9,15,"Grande"
127,10,15,"Grande"
127,11,16,"Grande"
127,12,17,"Grande"
127,13,15,"Grande"
127,14,15,"Grande"
127,15,16,"Grande"
127,16,16,"Grande"
127,17,16,"Grande"
127,18,16,"Grande"
127,19,16,"Grande"
127,20,15,"Grande"
127,21,17,"Grande"
127,22,16,"Grande"
127,23,17,"Grande"
127,24,15,"Grande"
127,25,13,"Grande"
127,26,14,"Grande"
127,27,15,"Grande"
127,28,16,"Grande"
127,29,17,"Grande"
127,30,18,"Grande"
127,31,16,"Grande"
127,32,16,"Grande"
127,33,16,"Grande"
127,34,16,"Grande"
127,35,17,"Grande"
127,36,16,"Grande"
127,37,15,"Grande"
127,38,17,"Grande"
127,39,17,"Grande"
127,40,14,"Grande"
127,41,15,"Grande"
127,42,17,"Grande"
127,43,16,"Grande"
127,44,15,"Grande"
127,45,17,"Grande"
127,46,16,"Grande"
127,47,16,"Grande"
127,48,17,"Grande"
127,49,16,"Grande"
127,50,15,"Grande"
127,51,16,"Grande"
127,52,15,"Grande"
127,53,16,"Grande"
127,54,15,"Grande"
127,55,15,"Grande"
127,56,15,"Grande"
127,57,15,"Grande"
127,58,16,"Grande"
127,59,16,"Grande"
127,60,15,"Grande"
127,61,16,"Grande"
127,62,16,"Grande"
127,63,15,"Grande"
127,64,15,"Grande"
127,65,15,"Grande"
127,66,16,"Grande"
127,67,16,"Grande"
127,68,16,"Grande"
127,69,16,"Grande"
127,70,15,"Grande"
127,71,15,"Grande"
127,72,16,"Grande"
127,73,16,"Grande"
127,74,15,"Grande"
127,75,15,"Grande"
127,76,17,"Grande"
127,77,16,"Grande"
127,78,15,"Grande"
127,79,15,"Grande"
127,80,15,"Grande"
127,81,15,"Grande"
127,82,17,"Grande"
127,83,16,"Grande"
127,84,15,"Grande"
127,85,15,"Grande"
127,86,16,"Grande"
127,87,16,"Grande"
127,88,15,"Grande"
127,89,15,"Grande"
127,90,16,"Grande"
127,91,17,"Grande"
127,92,17,"Grande"
127,93,16,"Grande"
127,94,16,"Grande"
127,95,17,"Grande"
127,96,14,"Grande"
127,97,16,"Grande"
127,98,17,"Grande"
127,99,15,"Grande"
127,100,16,"Grande"
127,101,17,"Grande"
128,0,16,"Grande"
128,1,16,"Grande"
128,2,16,"Grande"
128,3,15,"Grande"
128,4,14,"Grande"
128,5,17,"Grande"
128,6,16,"Grande"
128,7,17,"Grande"
128,8,17,"Grande"
128,9,15,"Grande"
128,10,15,"Grande"
128,11,14,"Grande"
128,12,14,"Grande"
128,13,15,"Grande"
128,14,15,"Grande"
128,15,16,"Grande"
128,16,15,"Grande"
128,17,16,"Grande"
128,18,14,"Grande"
128,19,14,"Grande"
128,20,15,"Grande"
128,21,15,"Grande"
128,22,17,"Grande"
128,23,15,"Grande"
128,24,15,"Grande"
128,25,16,"Grande"
128,26,14,"Grande"
128,27,14,"Grande"
128,28,14,"Grande"
128,29,15,"Grande"
128,30,17,"Grande"
128,31,17,"Grande"
128,32,17,"Grande"
128,33,16,"Grande"
128,34,16,"Grande"
128,35,16,"Grande"
128,36,16,"Grande"
128,37,17,"Grande"
128,38,15,"Grande"
128,39,16,"Grande"
128,40,14,"Grande"
128,41,15,"Grande"
128,42,15,"Grande"
128,43,16,"Grande"
128,44,18,"Grande"
128,45,17,"Grande"
128,46,16,"Grande"
128,47,15,"Grande"
128,48,15,"Grande"
128,49,15,"Grande"
128,50,15,"Grande"
128,51,17,"Grande"
128,52,16,"Grande"
128,53,16,"Grande"
128,54,15,"Grande"
128,55,15,"Grande"
128,56,16,"Grande"
128,57,16,"Grande"
128,58,15,"Grande"
128,59,16,"Grande"
128,60,17,"Grande"
128,61,16,"Grande"
128,62,17,"Grande"
128,63,17,"Grande"
128,64,14,"Grande"
128,65,15,"Grande"
128,66,15,"Grande"
128,67,14,"Grande"
128,68,15,"Grande"
128,69,16,"Grande"
128,70,15,"Grande"
128,71,15,"Grande"
128,72,16,"Grande"
128,73,15,"Grande"
128,74,16,"Grande"
128,75,17,"Grande"
128,76,14,"Grande"
128,77,15,"Grande"
128,78,14,"Grande"
128,79,15,"Grande"
128,80,15,"Grande"
128,81,17,"Grande"
128,82,16,"Grande"
128,83,15,"Grande"
128,84,15,"Grande"
128,85,16,"Grande"
128,86,15,"Grande"
128,87,15,"Grande"
128,88,16,"Grande"
128,89,16,"Grande"
128,90,16,"Grande"
128,91,16,"Grande"
128,92,17,"Grande"
128,93,15,"Grande"
128,94,16,"Grande"
128,95,17,"Grande"
128,96,15,"Grande"
128,97,15,"Grande"
128,98,17,"Grande"
128,99,15,"Grande"
128,100,16,"Grande"
128,101,16,"Grande"
129,0,15,"Grande"
129,1,17,"Grande"
129,2,15,"Grande"
129,3,15,"Grande"
129,4,14,"Grande"
129,5,15,"Grande"
129,6,14,"Grande"
129,7,15,"Grande"
129,8,14,"Grande"
129,9,15,"Grande"
129,10,16,"Grande"
129,11,15,"Grande"
129,12,17,"Grande"
129,13,17,"Grande"
129,14,16,"Grande"
129,15,16,"Grande"
129,16,16,"Grande"
129,17,17,"Grande"
129,18,16,"Grande"
129,19,15,"Grande"
129,20,15,"Grande"
129,21,17,"Grande"
129,22,17,"Grande"
129,23,17,"Grande"
129,24,16,"Grande"
129,25,16,"Grande"
129,26,14,"Grande"
129,27,15,"Grande"
129,28,15,"Grande"
129,29,15,"Grande"
129,30,16,"Grande"
129,31,15,"Grande"
129,32,15,"Grande"
129,33,15,"Grande"
129,34,16,"Grande"
129,35,15,"Grande"
129,36,15,"Grande"
129,37,17,"Grande"
129,38,16,"Grande"
129,39,17,"Grande"
129,40,17,"Grande"
129,41,15,"Grande"
129,42,15,"Grande"
129,43,15,"Grande"
129,44,16,"Grande"
129,45,16,"Grande"
129,46,15,"Grande"
129,47,15,"Grande"
129,48,15,"Grande"
129,49,16,"Grande"
129,50,15,"Grande"
129,51,15,"Grande"
129,52,15,"Grande"
129,53,15,"Grande"
129,54,16,"Grande"
129,55,15,"Grande"
129,56,17,"Grande"
129,57,17,"Grande"
129,58,17,"Grande"
129,59,16,"Grande"
129,60,15,"Grande"
129,61,15,"Grande"
129,62,15,"Grande"
129,63,15,"Grande"
129,64,15,"Grande"
129,65,16,"Grande"
129,66,15,"Grande"
129,67,15,"Grande"
129,68,15,"Grande"
129,69,15,"Grande"
129,70,15,"Grande"
129,71,15,"Grande"
129,72,17,"Grande"
129,73,17,"Grande"
129,74,17,"Grande"
129,75,15,"Grande"
129,76,16,"Grande"
129,77,15,"Grande"
129,78,16,"Grande"
129,79,15,"Grande"
129,80,15,"Grande"
129,81,15,"Grande"
129,82,15,"Grande"
129,83,14,"Grande"
129,84,16,"Grande"
129,85,16,"Grande"
129,86,15,"Grande"
129,87,16,"Grande"
129,88,15,"Grande"
129,89,16,"Grande"
129,90,15,"Grande"
129,91,14,"Grande"
129,92,14,"Grande"
129,93,15,"Grande"
129,94,15,"Grande"
129,95,15,"Grande"
129,96,15,"Grande"
129,97,15,"Grande"
129,98,15,"Grande"
129,99,16,"Grande"
129,100,16,"Grande"
129,101,17,"Grande"
130,0,14,"Grande"
130,1,15,"Grande"
130,2,16,"Grande"
130,3,16,"Grande"
130,4,15,"Grande"
130,5,16,"Grande"
130,6,15,"Grande"
130,7,16,"Grande"
130,8,15,"Grande"
130,9,16,"Grande"
130,10,16,"Grande"
130,11,16,"Grande"
130,12,17,"Grande"
130,13,17,"Grande"
130,14,16,"Grande"
130,15,16,"Grande"
130,16,15,"Grande"
130,17,15,"Grande"
130,18,15,"Grande"
130,19,15,"Grande"
130,20,15,"Grande"
130,21,17,"Grande"
130,22,17,"Grande"
130,23,16,"Grande"
130,24,15,"Grande"
130,25,15,"Grande"
130,26,16,"Grande"
130,27,16,"Grande"
130,28,16,"Grande"
130,29,17,"Grande"
130,30,17,"Grande"
130,31,16,"Grande"
130,32,16,"Grande"
130,33,16,"Grande"
130,34,16,"Grande"
130,35,16,"Grande"
130,36,14,"Grande"
130,37,15,"Grande"
130,38,15,"Grande"
130,39,16,"Grande"
130,40,15,"Grande"
130,41,15,"Grande"
130,42,16,"Grande"
130,43,15,"Grande"
130,44,15,"Grande"
130,45,15,"Grande"
130,46,15,"Grande"
130,47,16,"Grande"
130,48,17,"Grande"
130,49,17,"Grande"
130,50,16,"Grande"
130,51,16,"Grande"
130,52,16,"Grande"
130,53,17,"Grande"
130,54,16,"Grande"
130,55,17,"Grande"
130,56,16,"Grande"
130,57,17,"Grande"
130,58,16,"Grande"
130,59,16,"Grande"
130,60,16,"Grande"
130,61,16,"Grande"
130,62,16,"Grande"
130,63,16,"Grande"
130,64,16,"Grande"
130,65,17,"Grande"
130,66,16,"Grande"
130,67,17,"Grande"
130,68,17,"Grande"
130,69,16,"Grande"
130,70,16,"Grande"
130,71,15,"Grande"
130,72,15,"Grande"
130,73,16,"Grande"
130,74,15,"Grande"
130,75,16,"Grande"
130,76,17,"Grande"
130,77,15,"Grande"
130,78,15,"Grande"
130,79,17,"Grande"
130,80,15,"Grande"
130,81,15,"Grande"
130,82,15,"Grande"
130,83,15,"Grande"
130,84,17,"Grande"
130,85,15,"Grande"
130,86,17,"Grande"
130,87,15,"Grande"
130,88,17,"Grande"
130,89,16,"Grande"
130,90,15,"Grande"
130,91,16,"Grande"
130,92,16,"Grande"
130,93,16,"Grande"
130,94,17,"Grande"
130,95,16,"Grande"
130,96,15,"Grande"
130,97,15,"Grande"
130,98,16,"Grande"
130,99,17,"Grande"
130,100,16,"Grande"
130,101,16,"Grande"
131,0,17,"Grande"
131,1,16,"Grande"
131,2,16,"Grande"
131,3,15,"Grande"
131,4,14,"Grande"
131,5,16,"Grande"
131,6,14,"Grande"
131,7,14,"Grande"
131,8,15,"Grande"
131,9,15,"Grande"
131,10,16,"Grande"
131,11,16,"Grande"
131,12,16,"Grande"
131,13,14,"Grande"
131,14,15,"Grande"
131,15,15,"Grande"
131,16,15,"Grande"
131,17,16,"Grande"
131,18,15,"Grande"
131,19,15,"Grande"
131,20,15,"Grande"
131,21,15,"Grande"
131,22,15,"Grande"
131,23,16,"Grande"
131,24,16,"Grande"
131,25,17,"Grande"
131,26,15,"Grande"
131,27,16,"Grande"
131,28,16,"Grande"
131,29,16,"Grande"
131,30,16,"Grande"
131,31,15,"Grande"
131,32,15,"Grande"
131,33,15,"Grande"
131,34,15,"Grande"
131,35,17,"Grande"
131,36,16,"Grande"
131,37,16,"Grande"
131,38,15,"Grande"
131,39,15,"Grande"
131,40,15,"Grande"
131,41,15,"Grande"
131,42,17,"Grande"
131,43,15,"Grande"
131,44,16,"Grande"
131,45,14,"Grande"
131,46,15,"Grande"
131,47,15,"Grande"
131,48,15,"Grande"
131,49,15,"Grande"
131,50,15,"Grande"
131,51,15,"Grande"
131,52,16,"Grande"
131,53,15,"Grande"
131,54,16,"Grande"
131,55,15,"Grande"
131,56,16,"Grande"
131,57,16,"Grande"
131,58,16,"Grande"
131,59,15,"Grande"
131,60,15,"Grande"
131,61,15,"Grande"
131,62,15,"Grande"
131,63,15,"Grande"
131,64,14,"Grande"
131,65,14,"Grande"
131,66,15,"Grande"
131,67,15,"Grande"
131,68,15,"Grande"
131,69,16,"Grande"
131,70,15,"Grande"
131,71,15,"Grande"
131,72,15,"Grande"
131,73,15,"Grande"
131,74,15,"Grande"
131,75,15,"Grande"
131,76,14,"Grande"
131,77,15,"Grande"
131,78,17,"Grande"
131,79,17,"Grande"
131,80,16,"Grande"
131,81,15,"Grande"
131,82,16,"Grande"
131,83,16,"Grande"
131,84,14,"Grande"
131,85,15,"Grande"
131,86,15,"Grande"
131,87,16,"Grande"
131,88,17,"Grande"
131,89,15,"Grande"
131,90,15,"Grande"
131,91,15,"Grande"
131,92,15,"Grande"
131,93,17,"Grande"
131,94,15,"Grande"
131,95,17,"Grande"
131,96,16,"Grande"
131,97,16,"Grande"
131,98,16,"Grande"
131,99,14,"Grande"
131,100,16,"Grande"
131,101,15,"Grande"
132,0,14,"Grande"
132,1,16,"Grande"
132,2,15,"Grande"
132,3,15,"Grande"
132,4,15,"Grande"
132,5,15,"Grande"
132,6,16,"Grande"
132,7,16,"Grande"
132,8,14,"Grande"
132,9,15,"Grande"
132,10,15,"Grande"
132,11,14,"Grande"
132,12,16,"Grande"
132,13,16,"Grande"
132,14,15,"Grande"
132,15,15,"Grande"
132,16,16,"Grande"
132,17,15,"Grande"
132,18,15,"Grande"
132,19,16,"Grande"
132,20,15,"Grande"
132,21,15,"Grande"
132,22,16,"Grande"
132,23,16,"Grande"
132,24,16,"Grande"
132,25,17,"Grande"
132,26,15,"Grande"
132,27,16,"Grande"
132,28,16,"Grande"
132,29,15,"Grande"
132,30,15,"Grande"
132,31,15,"Grande"
132,32,15,"Grande"
132,33,13,"Grande"
132,34,15,"Grande"
132,35,16,"Grande"
132,36,16,"Grande"
132,37,16,"Grande"
132,38,17,"Grande"
132,39,15,"Grande"
132,40,15,"Grande"
132,41,15,"Grande"
132,42,14,"Grande"
132,43,14,"Grande"
132,44,14,"Grande"
132,45,15,"Grande"
132,46,16,"Grande"
132,47,17,"Grande"
132,48,16,"Grande"
132,49,15,"Grande"
132,50,15,"Grande"
132,51,15,"Grande"
132,52,16,"Grande"
132,53,17,"Grande"
132,54,16,"Grande"
132,55,16,"Grande"
132,56,15,"Grande"
132,57,16,"Grande"
132,58,15,"Grande"
132,59,15,"Grande"
132,60,17,"Grande"
132,61,15,"Grande"
132,62,16,"Grande"
132,63,16,"Grande"
132,64,15,"Grande"
132,65,14,"Grande"
132,66,16,"Grande"
132,67,17,"Grande"
132,68,15,"Grande"
132,69,16,"Grande"
132,70,16,"Grande"
132,71,15,"Grande"
132,72,16,"Grande"
132,73,16,"Grande"
132,74,17,"Grande"
132,75,16,"Grande"
132,76,16,"Grande"
132,77,17,"Grande"
132,78,16,"Grande"
132,79,16,"Grande"
132,80,15,"Grande"
132,81,14,"Grande"
132,82,16,"Grande"
132,83,16,"Grande"
132,84,17,"Grande"
132,85,14,"Grande"
132,86,14,"Grande"
132,87,15,"Grande"
132,88,16,"Grande"
