"date","strain","image_num","replicate","Area","Mean","StdDev","Min","Max","X","Y","Perim.","Major","Minor","Angle","Circ.","IntDen","Median","X.Area","RawIntDen","Slice","AR","Round","Solidity","volume"
"2024may23","petite","001","1",837.32331,255,0,255,255,11725.45975,13814.28088,134.94212,37.40506,28.50185,134.60523,0.57784,213517.44287,255,100,408510,1,1.31237,0.76198,0.86431,27402.4686431069
"2024may23","petite","001","1",1907.23642,255,0,255,255,6185.38206,13826.80625,216.67571,51.29569,47.3406,124.92104,0.5105,486345.28654,255,100,930495,1,1.08355,0.9229,0.86021,70671.0022557231
"2024may23","petite","001","1",1792.77087,255,0,255,255,7983.71764,13858.15554,230.98962,50.11906,45.54409,139.66544,0.42223,457156.57244,255,100,874650,1,1.10045,0.90872,0.88711,65918.5086843109
"2024may23","petite","001","1",1474.98525,255,0,255,255,5024.27305,13867.92393,233.38531,45.70662,41.08835,168.14866,0.34029,376121.23831,255,100,719610,1,1.1124,0.89896,0.81092,49996.0785409403
"2024may23","petite","001","1",1310.34303,255,0,255,255,9590.88657,13870.92551,164.66503,44.22868,37.72169,108.09356,0.60728,334137.47146,255,100,639285,1,1.1725,0.85288,0.89297,45301.2886884057
"2024may23","petite","001","1",1197.4455,255,0,255,255,10053.1465,13905.07262,184.06096,45.79631,33.29165,16.59027,0.44416,305348.60276,255,100,584205,1,1.37561,0.72695,0.81169,50290.9780505235
"2024may23","petite","001","1",1693.98554,255,0,255,255,3698.39393,13936.16077,196.68086,52.3544,41.1971,161.98117,0.55029,431966.31232,255,100,826455,1,1.27083,0.78689,0.88977,75137.7494287205
"2024may23","petite","001","1",1433.69402,255,0,255,255,4075.05494,13936.98333,196.00928,44.17308,41.32463,63.7594,0.46894,365591.97615,255,100,699465,1,1.06893,0.93552,0.88856,45130.6582299806
"2024may23","petite","001","1",1310.8657,255,0,255,255,11074.70115,13942.39214,176.75868,42.85757,38.94402,51.97886,0.52724,334270.75326,255,100,639540,1,1.10049,0.90868,0.89126,41217.4625267013
"2024may23","petite","001","1",1950.09566,255,0,255,255,6637.71423,13994.33449,225.20593,54.59242,45.48138,164.27431,0.48318,497274.3941,255,100,951405,1,1.20032,0.83311,0.87428,85191.3815722008
"2024may23","petite","001","1",1335.95404,255,0,255,255,5086.79099,14014.96214,198.47763,48.7189,34.91437,87.3661,0.42617,340668.27963,255,100,651780,1,1.39538,0.71665,0.87956,60546.7790127871
"2024may23","petite","001","1",1563.31711,255,0,255,255,4836.61268,14022.92922,208.42367,48.52867,41.01652,9.63503,0.45223,398645.86244,255,100,762705,1,1.18315,0.8452,0.86545,59840.3037433739
"2024may23","petite","001","1",1193.26411,255,0,255,255,10614.07459,14100.76151,163.99345,40.08975,37.89774,96.16353,0.55756,304282.34836,255,100,582165,1,1.05784,0.94532,0.86005,33736.3944838538
"2024may23","petite","001","1",857.70758,255,0,255,255,6404.95162,14106.5475,152.25064,35.06586,31.14332,53.2501,0.46498,218715.43305,255,100,418455,1,1.12595,0.88814,0.83299,22576.2656134995
"2024may23","petite","001","1",1888.42016,255,0,255,255,4022.83674,14128.97027,227.00269,52.05661,46.18839,65.49773,0.46052,481547.14175,255,100,921315,1,1.12705,0.88727,0.88663,73862.8856953636
"2024may23","petite","001","1",1624.99261,255,0,255,255,11031.43684,14127.70398,207.82475,46.54514,44.45158,72.55973,0.47279,414373.11478,255,100,792795,1,1.0471,0.95502,0.8845,52798.5073727227
"2024may23","petite","001","1",1791.72552,255,0,255,255,4554.07982,14146.7601,248.29814,51.56186,44.24386,100.03643,0.3652,456890.00884,255,100,874140,1,1.1654,0.85807,0.84999,71776.8422956835
"2024may23","petite","001","1",704.56418,255,0,255,255,7078.81798,14158.53751,158.88133,34.86645,25.729,83.74235,0.35074,179663.86579,255,100,343740,1,1.35514,0.73793,0.76029,22193.2965044867
"2024may23","petite","001","1",2297.15102,255,0,255,255,8885.00665,14178.79117,251.86157,60.65618,48.21971,87.34716,0.45507,585773.509,255,100,1120725,1,1.25791,0.79497,0.86075,116848.674417566
"2024may23","petite","001","1",1279.50528,255,0,255,255,4912.64367,14171.94112,198.82847,42.27866,38.53284,97.1771,0.40672,326273.84528,255,100,624240,1,1.09721,0.9114,0.8664,39569.6550826722
"2024may23","petite","001","1",1365.74644,255,0,255,255,8437.27943,14226.34035,200.94597,44.35801,39.20199,135.70628,0.42503,348265.34221,255,100,666315,1,1.13152,0.88376,0.82585,45699.8511765225
"2024may23","petite","001","1",2014.9072,255,0,255,255,9197.94322,14239.9195,224.00809,53.71693,47.75886,69.29324,0.50459,513801.33724,255,100,983025,1,1.12475,0.88908,0.89923,81158.1567329053
"2024may23","petite","001","1",1525.6846,255,0,255,255,8997.406,14248.28205,191.14525,48.96977,39.6686,141.89021,0.52474,389049.57287,255,100,744345,1,1.23447,0.81006,0.85028,61486.930773987
"2024may23","petite","001","1",1247.0995,255,0,255,255,4212.73521,14254.93268,183.31671,42.139,37.6814,53.0736,0.46634,318010.37371,255,100,608430,1,1.1183,0.89422,0.85474,39178.8151418033
"2024may23","petite","001","1",1286.82271,255,0,255,255,11361.19625,14260.23037,172.24549,46.22931,35.44144,54.11134,0.54505,328139.79048,255,100,627810,1,1.30439,0.76664,0.88657,51730.9979418824
"2024may23","petite","001","1",1274.80121,255,0,255,255,11079.6878,14319.44193,162.62018,43.17393,37.59508,148.25381,0.60576,325074.30909,255,100,621945,1,1.14839,0.87078,0.9077,42136.9766417886
"2024may23","petite","001","1",1381.94933,255,0,255,255,10373.47058,14335.7096,188.42882,46.99826,37.43867,5.22373,0.48911,352397.07799,255,100,674220,1,1.25534,0.7966,0.89901,54355.5582954499
"2024may23","petite","001","1",663.27296,255,0,255,255,10189.97612,14343.83758,128.23876,35.69266,23.66048,121.07191,0.50683,169134.60362,255,100,323595,1,1.50853,0.66289,0.84347,23808.682709081
"2024may23","petite","001","1",1138.38337,255,0,255,255,4479.78714,14348.45366,176.15975,42.26215,34.29629,119.1967,0.46098,290287.75941,255,100,555390,1,1.23227,0.81151,0.8483,39523.3168171673
"2024may23","petite","001","1",1952.18636,255,0,255,255,5114.24638,14390.17188,245.47896,53.056,46.84863,131.51264,0.4071,497807.5213,255,100,952425,1,1.1325,0.883,0.87093,78199.1686310063
"2024may23","petite","001","1",2065.60656,255,0,255,255,4524.04104,14397.94394,218.32715,57.42001,45.80305,59.83309,0.54456,526729.6718,255,100,1007760,1,1.25363,0.79768,0.89737,99126.1899263361
"2024may23","petite","001","1",1329.68195,255,0,255,255,10623.73483,14426.11873,182.04621,51.02146,33.18219,116.22483,0.50419,339068.89804,255,100,648720,1,1.53762,0.65036,0.87785,69543.6159416723
"2024may23","petite","001","1",1652.17164,255,0,255,255,5831.87886,14509.49844,190.22559,50.95056,41.28729,128.67892,0.57376,421303.76836,255,100,806055,1,1.23405,0.81034,0.8863,69254.1028308728
"2024may23","petite","001","1",1941.21021,255,0,255,255,8801.09971,14566.48937,229.47104,55.57084,44.47702,85.51434,0.46326,495008.60351,255,100,947070,1,1.24943,0.80037,0.87224,89854.4327828871
"2024may23","petite","001","1",1226.71523,255,0,255,255,8035.60135,14643.74918,186.45664,45.37778,34.41998,135.1849,0.4434,312812.38353,255,100,598485,1,1.31836,0.75852,0.86749,48924.7210370368
"2024may23","petite","001","1",2822.43811,255,0,255,255,10420.90928,14664.3243,299.88533,80.68787,44.53755,136.08156,0.39439,719721.71754,255,100,1377000,1,1.81168,0.55197,0.78454,275057.426693538
"2024may23","petite","001","1",1346.93019,255,0,255,255,9541.51943,14682.58027,170.44872,47.37944,36.19639,16.89535,0.5826,343467.19742,255,100,657135,1,1.30895,0.76397,0.90835,55688.8682804804
"2024may23","petite","001","1",1282.11864,255,0,255,255,10247.77195,14746.08194,179.15436,41.12685,39.6929,106.82524,0.50198,326940.25428,255,100,625515,1,1.03613,0.96513,0.88974,36422.9370989103
"2024may23","petite","001","1",1301.45757,255,0,255,255,6233.4786,14746.14442,185.78506,45.2257,36.63994,170.30282,0.47383,331871.68086,255,100,634950,1,1.23433,0.81016,0.83895,48434.4658975959
"2024may23","petite","001","1",1367.31446,255,0,255,255,5434.69986,14776.41225,198.40497,43.68546,39.85122,58.23352,0.43649,348665.18761,255,100,667080,1,1.09621,0.91223,0.85198,43652.5241878336
"2024may23","petite","001","1",1237.69138,255,0,255,255,6915.01974,14828.01067,221.99334,46.29894,34.03701,19.42973,0.3156,315611.30132,255,100,603840,1,1.36025,0.73516,0.81096,51965.0999071613
"2024may23","petite","001","1",1154.06358,255,0,255,255,7426.2332,14855.01805,171.22306,41.96561,35.01437,172.50267,0.49467,294286.21339,255,100,563040,1,1.19853,0.83436,0.85317,38697.1733646477
"2024may23","petite","001","1",2994.39776,255,0,255,255,9564.20319,14933.64885,336.73509,85.04917,44.82802,60.27099,0.33185,763571.42959,255,100,1460895,1,1.89723,0.52708,0.84799,322113.451430963
"2024may23","petite","001","1",1470.28118,255,0,255,255,7808.28796,14931.05409,232.64107,48.22828,38.81581,56.26929,0.34138,374921.70212,255,100,717315,1,1.24249,0.80484,0.86594,58735.9426659
"2024may23","petite","001","1",3216.01142,255,0,255,255,9066.97513,15020.41433,394.48691,95.91446,42.69171,70.65875,0.25969,820082.91259,255,100,1569015,1,2.24668,0.4451,0.73627,462009.473093043
"2024may23","petite","001","1",1943.82358,255,0,255,255,6334.76202,15002.14775,224.25617,53.05287,46.65069,172.20842,0.48571,495675.0125,255,100,948345,1,1.13724,0.87932,0.87537,78185.3295388134
"2024may23","petite","001","1",1266.43843,255,0,255,255,6506.28522,15001.1105,175.56083,41.80406,38.57232,101.46933,0.51634,322941.80029,255,100,617865,1,1.08378,0.92269,0.87758,38251.9878799953
"2024may23","petite","001","1",1382.99467,255,0,255,255,6713.77193,15069.82447,171.1504,43.75816,40.24126,43.49458,0.5933,352663.64159,255,100,674730,1,1.0874,0.91963,0.88185,43870.8226383964
"2024may23","petite","001","1",1337.52206,255,0,255,255,7955.50453,15149.74007,203.86792,42.36155,40.20122,41.95635,0.4044,341068.12503,255,100,652545,1,1.05374,0.949,0.84497,39802.8481465705
"2024may23","petite","001","1",54.88074,255,0,255,255,8945.67765,15173.75233,28.70049,9.07168,7.70269,61.23958,0.83724,13994.58895,255,100,26775,1,1.17773,0.84909,0.87137,390.896506466651
"2024may23","petite","001","1",55.92609,255,0,255,255,8008.3793,15269.07087,53.03311,19.3973,3.67099,178.80867,0.24988,14261.15255,255,100,27285,1,5.28394,0.18925,0.69256,3821.39974546915
"2024may23","petite","001","2",1781.79472,255,0,255,255,7847.06429,65.31755,216.53039,48.89597,46.39751,101.10874,0.47756,454357.65465,255,100,869295,1,1.05385,0.9489,0.875,61209.357467708
"2024may23","petite","001","2",1491.71081,255,0,255,255,8650.33614,111.71989,177.46036,44.69864,42.49134,16.38597,0.59524,380386.2559,255,100,727770,1,1.05195,0.95062,0.884,46760.7588899829
"2024may23","petite","001","2",1256.50763,255,0,255,255,8602.9221,174.89059,177.00676,43.72622,36.58755,77.42837,0.50396,320409.4461,255,100,613020,1,1.19511,0.83674,0.83646,43774.8260379629
"2024may23","petite","001","2",1358.95168,255,0,255,255,8506.42994,231.31162,160.99884,45.78226,37.79348,56.21092,0.65882,346532.67881,255,100,663000,1,1.21138,0.8255,0.89733,50244.7054477359
"2024may23","petite","001","2",1498.50557,255,0,255,255,8282.79764,290.01572,190.61899,47.92303,39.81294,2.56388,0.51825,382118.91929,255,100,731085,1,1.20371,0.83077,0.86629,57627.7189787006
"2024may23","petite","001","2",1151.97289,255,0,255,255,7843.49001,329.64925,157.18733,44.44674,32.99989,83.37107,0.58589,293753.08619,255,100,562020,1,1.34688,0.74246,0.87565,45974.6424291115
"2024may23","petite","001","2",1512.61776,255,0,255,255,6651.89207,345.93971,208.87727,46.16371,41.71946,134.91711,0.43567,385717.52788,255,100,737970,1,1.10653,0.90373,0.83848,51511.0893873966
"2024may23","petite","001","2",1012.94168,255,0,255,255,6646.5733,405.09398,148.65711,36.62577,35.21339,31.37297,0.576,258300.12752,255,100,494190,1,1.04011,0.96144,0.88111,25725.2091178352
"2024may23","petite","001","2",969.03708,255,0,255,255,9853.85743,424.51543,147.38661,37.19731,33.16951,124.05936,0.56058,247104.45635,255,100,472770,1,1.12143,0.89172,0.86273,26948.4148690102
"2024may23","petite","001","2",1462.44108,255,0,255,255,6893.89164,501.90549,175.48817,48.28982,38.55964,65.80752,0.59675,372922.47512,255,100,713490,1,1.25234,0.7985,0.87602,58961.0734917926
"2024may23","petite","001","2",837.84598,255,0,255,255,9831.20062,517.22864,148.51179,39.43021,27.05486,159.74339,0.47737,213650.72467,255,100,408765,1,1.45742,0.68615,0.84502,32098.5853460146
"2024may23","petite","001","2",1412.2644,255,0,255,255,7628.90801,579.84183,163.2492,44.76032,40.17287,129.22414,0.66592,360127.42237,255,100,689010,1,1.11419,0.89751,0.90824,46954.6027322504
"2024may23","petite","001","2",1632.83271,255,0,255,255,5067.07498,587.90469,196.6082,50.89919,40.84519,136.01348,0.53082,416372.34178,255,100,796620,1,1.24615,0.80247,0.8736,69044.8412880622
"2024may23","petite","001","2",2099.05767,255,0,255,255,7861.75994,653.18336,210.99478,55.60848,48.06107,140.94309,0.5925,535259.70697,255,100,1024080,1,1.15704,0.86428,0.89904,90037.1407746017
"2024may23","petite","001","2",1001.96553,255,0,255,255,8583.95121,733.6446,150.87737,38.80964,32.87178,48.69708,0.55311,255501.20973,255,100,488835,1,1.18064,0.847,0.88668,30606.767534782
"2024may23","petite","001","2",1104.40958,255,0,255,255,10556.34,812.59449,175.13733,42.3914,33.1713,177.9682,0.45246,281624.44244,255,100,538815,1,1.27795,0.7825,0.82074,39887.048494566
"2024may23","petite","001","2",1750.95697,255,0,255,255,5855.72426,981.98236,207.85485,49.97174,44.61297,35.7387,0.50929,446494.02847,255,100,854250,1,1.12012,0.89276,0.86698,65338.9329015471
"2024may23","petite","001","2",1073.57183,255,0,255,255,6261.30335,989.53721,156.41299,38.25112,35.73527,25.56367,0.55144,273760.81626,255,100,523770,1,1.0704,0.93423,0.88173,29304.2823404636
"2024may23","petite","001","2",1681.96404,255,0,255,255,9251.78695,1018.02992,185.96048,50.12555,42.72359,60.85809,0.6112,428900.83093,255,100,820590,1,1.17325,0.85233,0.9172,65944.1196906858
"2024may23","petite","001","2",1824.65397,255,0,255,255,5373.52272,1070.5725,206.37883,53.91938,43.08695,49.2485,0.53834,465286.76221,255,100,890205,1,1.25141,0.7991,0.903,82079.233399495
"2024may23","petite","001","2",1432.64868,255,0,255,255,10200.28043,1082.31162,205.31384,44.64108,40.86157,111.46772,0.42708,365325.41255,255,100,698955,1,1.0925,0.91534,0.83542,46580.3450272268
"2024may23","petite","001","2",2076.06003,255,0,255,255,9599.67516,1150.32118,217.90365,54.09759,48.8621,133.66715,0.54944,529395.30779,255,100,1012860,1,1.10715,0.90322,0.89198,82895.7712689073
"2024may23","petite","001","2",1488.05209,255,0,255,255,8000.61303,1171.28555,186.28122,48.7926,38.83061,118.14576,0.53888,379453.2833,255,100,725985,1,1.25655,0.79583,0.89669,60821.9731203425
"2024may23","petite","001","2",1828.83536,255,0,255,255,5881.76542,1208.67917,192.76659,53.61377,43.43186,163.44229,0.61847,466353.0166,255,100,892245,1,1.23443,0.81009,0.88526,80691.4766391009
"2024may23","petite","001","2",68.47026,255,0,255,255,7652.45378,1309.55143,36.95253,12.18969,7.15186,75.02525,0.63012,17459.91574,255,100,33405,1,1.70441,0.58671,0.80368,948.367375503349
"2024may23","petite","001","2",2352.03176,255,0,255,255,7728.13087,1342.3077,229.29562,56.20543,53.28132,164.51329,0.56216,599768.09795,255,100,1147500,1,1.05488,0.94797,0.89056,92967.9910812836
"2024may23","petite","001","2",1441.01146,255,0,255,255,3538.0615,1387.46027,196.6082,46.73099,39.26201,67.20165,0.46846,367457.92134,255,100,703035,1,1.19023,0.84017,0.84364,53433.4932465731
"2024may23","petite","001","2",2380.77881,255,0,255,255,3425.77039,1428.12242,275.37729,59.58995,50.86935,40.56866,0.39452,607098.59692,255,100,1161525,1,1.17143,0.85366,0.8721,110794.368223536
"2024may23","petite","001","2",1720.6419,255,0,255,255,12126.23517,1439.26228,254.85618,50.81351,43.1143,155.21384,0.3329,438763.6841,255,100,839460,1,1.17858,0.84848,0.87611,68696.7526784963
"2024may23","petite","001","2",1657.39838,255,0,255,255,10302.82983,1444.8293,204.18866,49.25383,42.84469,172.71467,0.49954,422636.58635,255,100,808605,1,1.14959,0.86988,0.8419,62563.1552730138
"2024may23","petite","001","2",1603.56298,255,0,255,255,8298.36777,1451.28237,188.50148,47.58128,42.91015,144.60595,0.56711,408908.561,255,100,782340,1,1.10886,0.90183,0.89251,56403.6209315454
"2024may23","petite","001","2",1911.41781,255,0,255,255,10759.11956,1578.5981,204.0859,51.80678,46.97633,6.01574,0.57669,487411.54093,255,100,932535,1,1.10283,0.90676,0.88312,72804.5332974234
"2024may23","petite","001","2",1807.40574,255,0,255,255,12226.55282,1628.26859,245.65438,51.78561,44.43822,146.43819,0.37637,460888.46282,255,100,881790,1,1.16534,0.85812,0.85679,72715.3185900098
"2024may23","petite","001","2",2213.52322,255,0,255,255,5580.992,1711.85577,227.99502,54.73583,51.48995,86.29491,0.53511,564448.42107,255,100,1079925,1,1.06304,0.9407,0.86738,85864.5199682185
"2024may23","petite","001","2",2014.9072,255,0,255,255,9360.1072,1725.42272,206.37883,53.97383,47.53154,97.94168,0.59448,513801.33724,255,100,983025,1,1.13554,0.88064,0.87673,82328.1455145945
"2024may23","petite","001","2",1728.482,255,0,255,255,4416.27385,1743.17965,193.68626,51.18513,42.99631,155.42161,0.579,440762.91109,255,100,843285,1,1.19045,0.84002,0.8927,70215.0249083784
"2024may23","petite","001","2",1941.73288,255,0,255,255,8823.44202,1763.04484,222.63483,50.29587,49.15495,7.54502,0.49228,495141.88531,255,100,947325,1,1.02321,0.97732,0.83455,66618.6145855638
"2024may23","petite","001","2",1931.27941,255,0,255,255,12628.27625,1812.2921,239.5925,61.90184,39.72388,129.10491,0.42277,492476.24931,255,100,942225,1,1.5583,0.64172,0.8596,124196.482951289
"2024may23","petite","001","2",846.20876,255,0,255,255,9974.94671,1810.14378,131.48145,35.08565,30.70847,119.75826,0.61512,215783.23346,255,100,412845,1,1.14254,0.87524,0.87561,22614.5110602724
"2024may23","petite","001","2",1068.34509,255,0,255,255,8120.60797,1863.05197,140.90123,41.48931,32.78578,147.39644,0.67623,272427.99827,255,100,521220,1,1.26547,0.79022,0.89199,37394.4593871941
"2024may23","petite","001","2",63.24352,255,0,255,255,2685.26226,1884.16086,46.92867,16.34249,4.92729,47.87982,0.36087,16127.09774,255,100,30855,1,3.31673,0.3015,0.70968,2285.35307600436
"2024may23","petite","001","2",1951.14101,255,0,255,255,6834.94963,1942.27883,218.12164,52.45314,47.3617,10.12974,0.51535,497540.9577,255,100,951915,1,1.1075,0.90293,0.88032,75563.6793912739
"2024may23","petite","001","2",64.81154,255,0,255,255,5207.73852,1940.20201,39.59629,10.00609,8.24704,90.94486,0.51946,16526.94314,255,100,31620,1,1.2133,0.8242,0.81046,524.555973258093
"2024may23","petite","001","2",2171.18665,255,0,255,255,5413.39364,2016.54035,201.19405,55.48901,49.8196,36.39941,0.67403,553652.59531,255,100,1059270,1,1.1138,0.89783,0.91116,89458.0756478138
"2024may23","petite","001","2",895.34009,255,0,255,255,7840.20198,2024.60169,142.2745,39.91341,28.56139,70.28627,0.55583,228311.72262,255,100,436815,1,1.39746,0.71558,0.83909,33293.1679944855
"2024may23","petite","001","2",1760.88778,255,0,255,255,11926.46677,2032.49221,187.90256,53.74892,41.71306,9.43258,0.62672,449026.38266,255,100,859095,1,1.28854,0.77607,0.91116,81303.239254364
"2024may23","petite","001","2",1808.45108,255,0,255,255,11241.16313,2039.51549,214.06204,49.27066,46.73352,8.37687,0.49595,461155.02642,255,100,882300,1,1.05429,0.94851,0.87484,62627.3105518451
"2024may23","petite","001","2",455.24881,255,0,255,255,10454.98052,2063.60224,107.86298,31.23004,18.56036,20.03996,0.49172,116088.4474,255,100,222105,1,1.68262,0.59431,0.83952,15948.3678362783
"2024may23","petite","001","2",1531.43401,255,0,255,255,12624.1702,2083.87266,201.79297,45.27918,43.06355,159.87255,0.4726,390515.67266,255,100,747150,1,1.05145,0.95107,0.87034,48606.4923877742
"2024may23","petite","001","2",1231.41929,255,0,255,255,4315.90932,2103.56928,168.40388,44.38583,35.32415,117.62149,0.54565,314011.91973,255,100,600780,1,1.25653,0.79584,0.8586,45785.8898011869
"2024may23","petite","001","2",1620.28854,255,0,255,255,7351.27679,2108.67729,188.57415,53.43809,38.60571,141.2629,0.57258,413173.57859,255,100,790500,1,1.3842,0.72244,0.86908,79900.8507463375
"2024may23","petite","001","2",1497.98289,255,0,255,255,10911.92008,2193.58811,171.89465,51.49315,37.0397,141.49381,0.63708,381985.63749,255,100,730830,1,1.39021,0.71931,0.86928,71490.2806133545
"2024may23","petite","001","2",1137.33802,255,0,255,255,10061.08255,2217.86099,255.63052,40.52363,35.7348,20.55893,0.21871,290021.19581,255,100,554880,1,1.13401,0.88183,0.81073,34843.6503058449
"2024may23","petite","001","2",1335.43136,255,0,255,255,9965.488,2255.74924,271.18484,50.83705,33.44655,174.79545,0.22819,340534.99783,255,100,651525,1,1.51995,0.65792,0.78919,68792.2708286328
"2024may23","petite","001","2",1506.86835,255,0,255,255,8622.55002,2271.98435,192.16767,47.57582,40.3273,69.26547,0.51277,384251.42809,255,100,735165,1,1.17974,0.84764,0.87536,56384.2060419617
"2024may23","petite","001","2",55.40341,255,0,255,255,5055.36475,2279.45754,29.54749,8.90545,7.9212,46.43246,0.79745,14127.87075,255,100,27030,1,1.12425,0.88948,0.88333,369.799424697957
"2024may23","petite","001","2",2106.89778,255,0,255,255,9052.97744,2346.60361,216.42763,56.83104,47.20283,84.93265,0.56523,537258.93396,255,100,1027905,1,1.20398,0.83058,0.90088,96107.0912565528
"2024may23","petite","001","2",1035.41665,255,0,255,255,5063.66932,2440.87751,148.83253,42.41992,31.07817,148.96829,0.58739,264031.2449,255,100,505155,1,1.36494,0.73263,0.86525,39967.6080514008
"2024may23","petite","001","2",1185.42401,255,0,255,255,13432.15094,2588.57387,195.48302,48.63652,31.03283,76.87388,0.38982,302283.12137,255,100,578340,1,1.56726,0.63806,0.84896,60240.1579064025
"2024may23","petite","001","2",1792.77087,255,0,255,255,8036.22111,2616.4132,196.6082,50.62596,45.08807,6.17803,0.58282,457156.57244,255,100,874650,1,1.12282,0.89061,0.88118,67938.8884791945
"2024may23","petite","001","2",1557.5677,255,0,255,255,2872.93727,2617.04519,191.32067,45.85488,43.24854,76.84512,0.53473,397179.76264,255,100,759900,1,1.06026,0.94316,0.84015,50484.1799470615
"2024may23","petite","001","2",1573.77058,255,0,255,255,8855.16677,2646.77493,175.56083,49.04446,40.85654,167.18443,0.64165,401311.49843,255,100,767805,1,1.20041,0.83305,0.93815,61768.7046292544
"2024may23","petite","001","2",1723.77794,255,0,255,255,2192.99953,2830.72109,212.61612,50.78299,43.21885,35.15496,0.47918,439563.3749,255,100,840990,1,1.17502,0.85105,0.85088,68573.0435003889
"2024may23","petite","001","2",1291.52677,255,0,255,255,12935.43639,2826.50009,195.90652,45.11306,36.45115,46.70592,0.42288,329339.32667,255,100,630105,1,1.23763,0.808,0.85769,48073.4710505085
"2024may23","petite","001","2",1962.63983,255,0,255,255,10374.84288,2876.5281,204.75748,50.77107,49.21918,171.09671,0.58826,500473.15729,255,100,957525,1,1.03153,0.96943,0.89065,68524.7675620023
"2024may23","petite","001","2",59.5848,255,0,255,255,13824.05645,2879.16989,39.34821,12.22328,6.20666,123.28092,0.48361,15194.12515,255,100,29070,1,1.96938,0.50777,0.75248,956.228983747699
"2024may23","petite","001","2",815.37101,255,0,255,255,2159.13692,2909.44333,134.09512,36.03598,28.80906,112.1168,0.56982,207919.60729,255,100,397800,1,1.25086,0.79945,0.872,24502.3440627507
"2024may23","petite","001","2",1457.21434,255,0,255,255,7349.73076,2919.11815,187.8299,44.41297,41.7757,19.29546,0.51904,371589.65713,255,100,710940,1,1.06313,0.94062,0.84255,45869.9293933873
"2024may23","petite","001","2",1978.84272,255,0,255,255,8869.83829,2949.24063,219.77308,53.74487,46.87965,161.13507,0.51484,504604.89307,255,100,965430,1,1.14644,0.87226,0.86755,81284.8619562687
"2024may23","petite","001","2",1044.82477,255,0,255,255,13592.61277,2952.91493,167.48421,39.52895,33.65413,124.47964,0.46806,266430.31729,255,100,509745,1,1.17456,0.85138,0.87522,32340.3307766184
"2024may23","petite","001","2",1215.73908,255,0,255,255,13761.51952,2992.32137,230.24538,43.37851,35.68419,111.64709,0.28818,310013.46574,255,100,593130,1,1.21562,0.82262,0.80138,42738.8186527151
"2024may23","petite","001","2",1304.07094,255,0,255,255,12977.13555,3055.03173,169.70448,47.34778,35.06805,34.14905,0.56902,332538.08986,255,100,636225,1,1.35017,0.74065,0.8835,55577.3052259367
"2024may23","petite","001","2",1058.93696,255,0,255,255,6329.7462,3065.80289,132.22569,39.99371,33.71231,172.10544,0.76111,270028.92588,255,100,516630,1,1.18632,0.84294,0.93128,33494.5156298137
"2024may23","petite","001","2",2320.67133,255,0,255,255,12178.66442,3098.00843,280.0358,57.85359,51.07324,85.19426,0.37187,591771.18997,255,100,1132200,1,1.13276,0.8828,0.85689,101388.701907034
"2024may23","petite","001","2",1522.02588,255,0,255,255,4808.45251,3109.2843,200.09897,48.67235,39.81529,29.91579,0.47769,388116.60027,255,100,742560,1,1.22245,0.81803,0.86205,60373.3908343654
"2024may23","petite","001","2",1651.12629,255,0,255,255,5298.39859,3163.77512,187.65448,47.85423,43.93089,87.43144,0.58921,421037.20476,255,100,805545,1,1.08931,0.91801,0.8991,57379.8779427223
"2024may23","petite","001","2",1731.09537,255,0,255,255,13758.48226,3203.61278,254.32992,54.4565,40.47449,160.44473,0.33631,441429.32009,255,100,844560,1,1.34545,0.74324,0.85482,84556.6556810815
"2024may23","petite","001","2",1897.30562,255,0,255,255,5303.89273,3226.97134,193.43818,50.6529,47.69173,165.20032,0.63718,483812.93234,255,100,925650,1,1.06209,0.94154,0.90377,68047.4048087608
"2024may23","petite","001","2",1643.28619,255,0,255,255,12478.7472,3241.62629,209.44609,53.95574,38.77802,42.99633,0.47074,419037.97777,255,100,801720,1,1.3914,0.7187,0.84893,82245.3933523722
"2024may23","petite","001","2",1297.27618,255,0,255,255,5973.81215,3276.75258,157.78625,42.42114,38.9368,166.41409,0.65479,330805.42647,255,100,632910,1,1.08949,0.91786,0.91807,39971.0565645657
"2024may23","petite","001","2",1604.08566,255,0,255,255,3242.28108,3353.30341,185.60964,47.40035,43.08798,30.66551,0.58511,409041.8428,255,100,782595,1,1.10008,0.90902,0.85978,55762.6324419425
"2024may23","petite","001","2",1571.67989,255,0,255,255,14007.20077,3351.95552,261.98304,45.39758,44.07999,151.15292,0.28776,400778.37123,255,100,766785,1,1.02989,0.97098,0.83262,48988.7919692224
"2024may23","petite","001","2",980.53591,255,0,255,255,7778.0112,3393.24381,151.97246,39.94736,31.25255,179.40777,0.53351,250036.65594,255,100,478380,1,1.27821,0.78234,0.86671,33378.1969172438
"2024may23","petite","001","2",1658.9664,255,0,255,255,2342.54602,3430.34883,189.94741,53.79078,39.2681,41.65663,0.5778,423036.43175,255,100,809370,1,1.36983,0.73002,0.90209,81493.3456697109
"2024may23","petite","001","2",574.9411,255,0,255,255,4514.90612,3429.61694,119.18228,30.78948,23.77558,62.44959,0.50864,146609.9795,255,100,280500,1,1.295,0.7722,0.88283,15282.8969573838
