"date","strain","image_num","replicate","Area","Mean","StdDev","Min","Max","X","Y","Perim.","Major","Minor","Angle","Circ.","IntDen","Median","X.Area","RawIntDen","Ch","AR","Round","Solidity"
"2024may23","petite","001","4",14.39052,3587.67756,679.72578,2793,6519,313.65529,140.06297,14.34253,4.51904,4.05453,166.75894,0.87909,51628.55108,3347,100,9658028,1,1.11457,0.89721,0.98356
"2024may23","petite","001","4",14.73799,4180.31882,556.97492,3489,7252,104.19104,141.049,14.92744,5.06417,3.70544,99.27579,0.83115,61609.49498,3997,100,11525139,1,1.36669,0.7317,0.97352
"2024may23","petite","001","4",13.22517,4273.93775,1186.66936,3360,11121,332.94907,140.67861,13.84327,4.3366,3.88295,8.61485,0.86723,56523.54149,3799,100,10573722,1,1.11683,0.89539,0.98077
"2024may23","petite","001","4",17.17561,4462.89791,1002.10717,3361,9673,318.77353,140.9663,15.65123,4.92042,4.44447,24.03102,0.8811,76652.99975,4094,100,14339291,1,1.10709,0.90327,0.98589
"2024may23","petite","001","4",17.20769,1820.87108,75.43046,1635,2117,29.63591,141.66814,15.69406,5.14546,4.25803,91.18396,0.87793,31332.97638,1808,100,5861384,1,1.20841,0.82753,0.98606
"2024may23","petite","001","4",12.47677,3580.70437,814.10572,2905,7939,134.8947,141.66536,13.59364,4.69878,3.38086,116.58988,0.84848,44675.64126,3345,100,8357364,1,1.38982,0.71952,0.98191
"2024may23","petite","001","4",11.53594,3936.09639,445.07402,3338,6078,120.13686,143.1276,13.0693,4.06837,3.6103,56.00146,0.84871,45406.56428,3829,100,8494096,1,1.12688,0.88741,0.9798
"2024may23","petite","001","4",14.13928,4704.00529,621.34756,3914,7939,137.24807,145.67004,14.32479,4.65583,3.86669,139.12431,0.86589,66511.22627,4492,100,12442094,1,1.20409,0.8305,0.98309
"2024may23","petite","001","4",12.80821,4213.79508,561.16047,3258,6425,57.31447,145.71651,13.86836,4.384,3.71987,167.54398,0.83685,53971.15371,4035,100,10096253,1,1.17854,0.84851,0.97161
"2024may23","petite","001","4",17.47497,4821.99082,680.00642,3999,8370,116.23211,146.83717,15.8152,5.22236,4.2605,23.30113,0.87796,84264.13694,4623,100,15763088,1,1.22576,0.81582,0.98776
"2024may23","petite","001","4",15.51846,4807.77299,1915.3062,3133,13791,346.51099,148.58405,15.03084,4.79437,4.12123,92.23003,0.86316,74609.21426,4326,100,13956965,1,1.16334,0.8596,0.98423
"2024may23","petite","001","4",12.49281,2493.84981,427.44075,2050,5483,312.81826,149.50529,13.42968,4.40843,3.60817,62.95189,0.87044,31155.19571,2378,100,5828127,1,1.22179,0.81847,0.98029
"2024may23","petite","001","4",16.2027,6576.01947,1294.42607,5125,12052,111.44169,149.66789,15.25537,4.92046,4.19268,17.86632,0.87489,106549.27607,6090,100,19931915,1,1.17358,0.85209,0.98361
"2024may23","petite","001","4",18.99314,5672.97382,2085.31595,3261,11480,219.82434,150.69532,16.58917,5.3772,4.49728,82.52772,0.86728,107747.56496,4693,100,20156076,1,1.19566,0.83636,0.98285
"2024may23","petite","001","4",16.05837,3609.30626,666.59061,2979,8011,330.02749,150.01729,15.34103,5.18264,3.94512,162.72621,0.85744,57959.568,3447,100,10842356,1,1.31368,0.76122,0.9854
"2024may23","petite","001","4",16.53413,5683.00129,1543.58767,4321,14384,335.0131,151.75366,15.505,4.97107,4.23489,147.96238,0.86427,93963.49276,5079,100,17577523,1,1.17384,0.85191,0.98144
"2024may23","petite","001","4",13.46572,4979.32434,1040.27659,4131,10396,116.19711,151.79363,14.34987,5.00035,3.42878,166.08704,0.82176,67050.19727,4584,100,12542918,1,1.45835,0.68571,0.98264
"2024may23","petite","001","4",11.85668,4034.88909,1511.46312,2730,11282,223.98744,152.04538,13.13722,4.25119,3.5511,175.75882,0.86331,47840.37994,3452,100,8949384,1,1.19715,0.83532,0.97968
"2024may23","petite","001","4",13.72231,6351.94001,1412.7463,4914,13148,67.43835,152.58216,14.02498,4.49052,3.89082,146.65498,0.87666,87163.31384,5927,100,16305430,1,1.15413,0.86645,0.98503
"2024may23","petite","001","4",15.8392,6045.74789,851.11587,4939,10555,133.87561,153.09927,15.24803,5.07147,3.97658,62.95224,0.85608,95759.7848,5767,100,17913551,1,1.27533,0.78411,0.988
"2024may23","petite","001","4",15.91404,4618.35707,473.4912,3704,6873,59.56111,153.66532,15.15198,4.97172,4.07552,29.57176,0.87107,73496.69652,4511,100,13748849,1,1.2199,0.81974,0.98576
"2024may23","petite","001","4",16.10648,5089.21341,990.37401,4020,9555,101.8497,154.69987,15.07367,4.72861,4.33688,56.57252,0.89078,81969.30849,4677,100,15333800,1,1.09032,0.91716,0.98593
"2024may23","petite","001","4",11.25262,4504.46556,491.22077,3723,6706,111.02126,154.85894,12.76645,4.20374,3.40822,73.47304,0.86761,50687.03036,4386,100,9481900,1,1.23341,0.81076,0.98342
"2024may23","petite","001","4",13.00065,5367.97122,1916.04707,3678,14397,347.80135,155.54157,13.61873,4.41558,3.74876,6.68941,0.88085,69787.11195,4775,100,13054906,1,1.17788,0.84899,0.98701
"2024may23","petite","001","4",15.80712,4758.48529,1017.45801,3713,9483,219.15719,156.27524,15.04858,4.70477,4.27784,93.5059,0.87715,75217.95684,4397,100,14070841,1,1.0998,0.90925,0.98419
"2024may23","petite","001","4",13.02203,3921.04516,898.04292,3223,8099,98.36728,157.53826,13.61139,4.4101,3.75959,33.26021,0.88325,51059.9758,3636,100,9551666,1,1.17303,0.8525,0.98464
"2024may23","petite","001","4",18.81138,5344.24098,1770.12762,3979,15846,146.32639,158.24641,16.60691,5.55592,4.31096,158.80917,0.85714,100532.56803,4851,100,18806384,1,1.28879,0.77592,0.98627
"2024may23","petite","001","4",13.7437,5203.67406,1450.71902,3590,10277,216.81167,160.02687,14.05742,4.45461,3.92829,34.76177,0.87398,71517.71649,4846,100,13378646,1,1.13398,0.88185,0.98393
"2024may23","petite","001","4",17.33064,6806.36366,2315.09514,4373,15908,348.18623,160.54761,15.67632,5.14997,4.2847,152.94901,0.88621,117958.60753,5797,100,22066231,1,1.20194,0.83199,0.98826
"2024may23","petite","001","4",15.64675,4723.49095,1049.40961,3680,11200,129.28181,160.63297,14.98066,5.08753,3.91586,34.97733,0.87614,73907.29145,4415,100,13825658,1,1.29921,0.7697,0.98752
"2024may23","petite","001","4",12.38055,3911.92271,746.44568,3277,8131,328.31168,161.48014,13.61139,4.50118,3.50206,139.8249,0.83974,48431.76515,3662,100,9060013,1,1.28529,0.77803,0.9799
"2024may23","petite","001","4",18.90226,4421.59333,1085.93009,3476,9055,331.99416,164.98595,16.37502,5.18004,4.64612,111.5007,0.88585,83578.10678,4015,100,15634754,1,1.11492,0.89693,0.98592
"2024may23","petite","001","4",14.18739,4819.06292,755.09191,3875,9077,131.74402,165.03978,14.21404,4.53293,3.98504,40.72065,0.88242,68369.90752,4627,100,12789793,1,1.13749,0.87913,0.98515
"2024may23","petite","001","4",15.58795,3311.79595,526.17229,2644,6712,172.06961,165.41453,15.09141,5.21947,3.80253,41.7597,0.86008,51624.10884,3182,100,9657197,1,1.37263,0.72853,0.9863
"2024may23","petite","001","4",16.47533,3702.07852,1465.97281,2335,9458,218.30576,165.97953,15.47991,5.15221,4.07147,73.53442,0.86399,60992.96377,3204,100,11409806,1,1.26544,0.79024,0.98482
"2024may23","petite","001","4",11.47179,4806.46925,617.88863,4114,8736,346.74473,165.40708,12.94816,4.30576,3.39228,133.03291,0.85985,55138.80661,4637,100,10314683,1,1.26928,0.78785,0.98395
"2024may23","petite","001","4",16.3898,4152.682,631.41431,3202,8498,66.67578,166.81029,15.23763,4.99545,4.17743,147.80544,0.88705,68061.62321,3997,100,12732123,1,1.19582,0.83625,0.98712
"2024may23","petite","001","4",13.31604,5260.03051,562.89321,4585,8105,138.39155,166.90685,13.7827,4.23894,3.99971,107.72137,0.88088,70042.79495,5084,100,13102736,1,1.05981,0.94356,0.98381
"2024may23","petite","001","4",19.30318,4463.982,1642.35057,2944,9997,336.62864,168.29019,16.89936,5.70904,4.30502,57.10476,0.84937,86169.06886,4042,100,16119439,1,1.32614,0.75407,0.98325
"2024may23","petite","001","4",11.69096,3210.23777,965.83209,2624,8578,70.85413,169.05527,12.99099,4.34619,3.42493,154.15579,0.87051,37530.76872,2921,100,7020790,1,1.26899,0.78803,0.98447
"2024may23","petite","001","4",13.79181,3909.83915,400.0558,3305,7374,130.58963,169.96349,14.17856,4.57726,3.83642,167.17801,0.86212,53923.74838,3841,100,10087385,1,1.19311,0.83815,0.98192
"2024may23","petite","001","4",14.95182,4705.92599,318.05841,4269,6365,158.11887,170.38093,14.73103,4.77963,3.983,121.23011,0.86584,70362.13944,4616,100,13162475,1,1.20001,0.83333,0.98347
"2024may23","petite","001","4",17.45893,4601.65707,550.77348,4074,7819,135.43139,171.31294,15.69406,5.14865,4.31752,166.31858,0.89075,80340.01493,4438,100,15029012,1,1.1925,0.83857,0.98835
"2024may23","petite","001","4",12.70664,4826.91502,1290.10891,3843,12342,164.31739,175.25469,13.44742,4.4958,3.5986,168.73643,0.883,61333.86197,4402,100,11473577,1,1.24932,0.80044,0.98631
"2024may23","petite","001","4",16.11182,3450.8142,185.99414,3117,4750,125.10039,176.85171,15.15932,4.97917,4.12,126.39991,0.88104,55598.91307,3414,100,10400754,1,1.20854,0.82745,0.9869
"2024may23","petite","001","4",13.54056,5192.66759,1385.91652,3999,12675,156.04597,178.25171,14.1963,4.77282,3.6122,49.94596,0.8443,70311.63363,4647,100,13153027,1,1.32131,0.75683,0.98026
"2024may23","petite","001","4",16.19736,7004.9637,2167.21654,5108,13693,160.56013,178.95243,15.21989,5.00676,4.11905,96.08286,0.87868,113461.88495,5921,100,21225040,1,1.21551,0.8227,0.98569
"2024may23","petite","001","4",14.91974,4523.73737,908.14789,3821,10154,137.71775,178.50977,14.73103,4.79845,3.95886,175.34649,0.86398,67492.99447,4191,100,12625751,1,1.21208,0.82503,0.98448
"2024may23","petite","001","4",20.70375,5550.35735,1764.481,4227,12317,142.93402,179.18004,17.2273,5.68191,4.63943,148.59688,0.87665,114913.20005,4749,100,21496534,1,1.2247,0.81653,0.98575
"2024may23","petite","001","4",17.87589,4591.13876,814.68803,3849,8872,131.98498,180.70124,16.0116,4.96868,4.58075,138.6762,0.87621,82070.705,4316,100,15352768,1,1.08469,0.92192,0.9844
"2024may23","petite","001","4",14.95182,3753.70897,777.58066,3139,7447,321.26506,180.63036,14.53158,4.67982,4.06794,139.46292,0.88977,56124.76581,3462,100,10499124,1,1.15042,0.86925,0.98469
"2024may23","petite","001","4",14.32637,4853.80896,2067.72721,3334,13383,326.68567,181.81212,14.45632,4.57694,3.9854,52.97379,0.86145,69537.48024,3822,100,13008208,1,1.14843,0.87076,0.9882
"2024may23","petite","001","4",17.53377,3606.47104,658.59391,3081,7762,122.59745,183.68657,15.79746,5.15123,4.33386,163.34943,0.8829,63235.03588,3409,100,11829225,1,1.1886,0.84133,0.98647
"2024may23","petite","001","4",15.30463,3916.2417,807.01261,3261,8941,144.39369,184.24211,14.84178,4.936,3.94782,95.30491,0.87309,59936.62893,3714,100,11212200,1,1.25031,0.7998,0.98419
"2024may23","petite","001","4",17.97211,2650.14634,707.43427,2131,6939,245.80677,184.96883,16.50351,5.77423,3.96292,65.80957,0.82919,47628.7345,2420,100,8909792,1,1.45706,0.68631,0.98462
"2024may23","petite","001","4",14.20342,3889.94016,1124.89207,2892,8467,319.12438,184.57549,14.6882,4.65495,3.88498,163.94039,0.8273,55250.46679,3525,100,10335571,1,1.19819,0.83459,0.97972
"2024may23","petite","001","4",18.4265,4154.29185,999.81679,3096,8736,324.11074,185.92132,16.46068,5.31945,4.41048,129.16012,0.85459,76549.04266,3834,100,14319844,1,1.20609,0.82912,0.9801
"2024may23","petite","001","4",15.05873,2889.14058,766.05785,2236,7108,239.72437,186.23142,15.14463,5.21554,3.6762,132.00539,0.82505,43506.78558,2631,100,8138709,1,1.41873,0.70486,0.98119
"2024may23","petite","001","4",16.12252,4022.25564,811.89495,3220,7959,55.54739,187.0471,15.34103,5.19266,3.95324,91.7816,0.86086,64848.88048,3744,100,12131123,1,1.31352,0.76131,0.98546
"2024may23","petite","001","4",14.18739,3818.92653,353.47017,3261,5531,167.20777,188.29817,14.32479,4.83704,3.73451,157.14726,0.86883,54180.58605,3726,100,10135431,1,1.29523,0.77206,0.98552
"2024may23","petite","001","4",15.40085,3874.93093,902.34515,3192,8660,135.90283,189.50154,15.06632,4.81717,4.07064,128.14779,0.85259,59677.23604,3568,100,11163676,1,1.1834,0.84503,0.98043
"2024may23","petite","001","4",20.11038,3808.17384,1081.42016,2716,8347,243.35596,190.01099,17.23465,5.48856,4.66522,87.6041,0.8508,76583.82154,3376,100,14326350,1,1.17649,0.84999,0.98276
"2024may23","petite","001","4",14.44398,5167.50999,798.61335,3879,9064,84.54087,190.63442,14.52423,4.87878,3.76952,146.90395,0.86042,74639.40122,4936,100,13962612,1,1.29427,0.77264,0.98272
"2024may23","petite","001","4",19.26042,6314.65779,1693.30328,4565,12522,166.68813,192.99577,16.71766,5.68466,4.31391,13.08594,0.86601,121622.9571,5513,100,22751712,1,1.31775,0.75887,0.9878
"2024may23","petite","001","4",15.75367,4284.51374,529.11227,3590,6526,160.94635,193.08405,15.03084,4.95535,4.04778,174.26064,0.87624,67496.79524,4093,100,12626462,1,1.22421,0.81685,0.98348
"2024may23","petite","001","4",21.14209,2668.5598,923.61528,2011,8441,225.31002,193.96551,17.35579,5.85743,4.5957,143.49436,0.882,56418.93758,2343,100,10554154,1,1.27455,0.78459,0.98962
"2024may23","petite","001","4",14.03771,4022.2917,513.1403,3201,7912,92.45843,193.92573,14.26422,4.74943,3.76327,23.68342,0.86698,56463.75561,3850,100,10562538,1,1.26205,0.79236,0.98555
"2024may23","petite","001","4",23.95926,6959.28336,1778.98254,5080,13104,81.4229,194.63466,18.56109,6.2256,4.90007,152.16133,0.87393,166739.25195,6289,100,31191508,1,1.27051,0.78709,0.9882
"2024may23","petite","001","4",11.10829,5747.03754,650.37758,4916,9042,180.23436,195.02056,13.11213,4.21045,3.35914,55.87087,0.81191,63839.7318,5520,100,11942344,1,1.25343,0.79781,0.97216
"2024may23","petite","001","4",16.90298,4604.24636,1059.19062,3474,8459,342.33236,195.57035,15.66897,5.15954,4.17121,38.43814,0.86515,77825.49582,4213,100,14558627,1,1.23694,0.80845,0.98153
"2024may23","petite","001","4",18.85415,6021.98214,1372.94876,4586,11269,87.32402,195.72949,16.29671,5.28146,4.54531,11.11437,0.89211,113539.34894,5428,100,21239531,1,1.16196,0.86062,0.98768
"2024may23","petite","001","4",16.18132,4695.76247,877.14608,3737,10476,184.06576,196.29109,15.46952,5.24943,3.92475,37.83877,0.84971,75983.62667,4353,100,14214073,1,1.33752,0.74765,0.98519
"2024may23","petite","001","4",19.04125,8211.35261,2086.68371,6322,15656,175.67063,196.39162,16.632,5.57084,4.35196,147.75425,0.865,156354.39519,7277,100,29248838,1,1.28008,0.7812,0.98439
"2024may23","petite","001","4",14.17135,4864.31648,1052.4518,4001,9649,50.1681,196.20931,14.4031,4.83369,3.73287,166.05754,0.85844,68933.9283,4493,100,12895303,1,1.2949,0.77226,0.9824
"2024may23","petite","001","4",15.0908,3254.92738,959.08683,2538,8032,337.50879,197.20327,14.81669,4.84551,3.96537,20.31939,0.86381,49119.46851,2977,100,9188660,1,1.22196,0.81836,0.98517
"2024may23","petite","001","4",19.82706,5683.99272,1145.0046,4572,10326,54.85712,198.09626,16.92445,5.73784,4.39967,94.67867,0.86984,112696.86195,5229,100,21081929,1,1.30415,0.76678,0.98775
"2024may23","petite","001","4",16.19736,3357.82178,350.72723,2778,5284,95.3788,199.8165,15.23763,5.031,4.0992,131.36596,0.87664,54387.83201,3290,100,10174200,1,1.22731,0.81479,0.98681
"2024may23","petite","001","4",15.63072,5042.34439,776.9728,4227,9143,172.32325,200.13026,14.86687,4.64119,4.28805,61.36691,0.88869,78815.44823,4737,100,14743815,1,1.08236,0.92391,0.98551
"2024may23","petite","001","4",16.5769,4135.91358,480.49581,3534,6222,83.25893,200.45785,15.34103,5.01739,4.20664,156.67452,0.88512,68560.61401,4006,100,12825468,1,1.19273,0.83841,0.98632
"2024may23","petite","001","4",15.47569,4340.74715,899.9972,3644,10569,71.75286,201.24983,15.13424,5.05495,3.89801,148.49938,0.84906,67176.06088,4058,100,12566463,1,1.2968,0.77113,0.98052
"2024may23","petite","001","4",20.02485,5063.78137,1695.38355,3955,13415,89.44899,201.74119,17.06333,5.85678,4.35332,131.92536,0.86427,101401.45724,4342,100,18968925,1,1.34536,0.7433,0.98891
"2024may23","petite","001","4",14.79145,4225.82797,681.74671,3507,7667,50.35582,202.57067,14.92744,5.00064,3.76613,82.73418,0.83416,62506.10679,4004,100,11692866,1,1.32779,0.75313,0.9833
"2024may23","petite","001","4",15.08546,5053.39192,2036.58706,3421,16224,177.26163,203.34051,14.7029,4.83449,3.97299,69.72199,0.87692,76232.72916,4434,100,14260672,1,1.21684,0.8218,0.98602
"2024may23","petite","001","4",16.79607,7131.78994,3311.78845,4528,16383,182.36943,203.50577,15.69406,5.16149,4.14326,120.93154,0.85693,119786.03804,5583,100,22408084,1,1.24575,0.80273,0.98511
"2024may23","petite","001","4",20.06761,6173.64704,1162.94889,4845,11113,75.23477,204.88646,16.83879,5.40956,4.72328,66.51015,0.88937,123890.36766,5682,100,23175871,1,1.1453,0.87314,0.98763
"2024may23","petite","001","4",15.60933,3833.86952,598.08398,3161,8488,94.36034,204.54865,14.94518,4.71979,4.21087,152.32723,0.8782,59844.14363,3643,100,11194899,1,1.12086,0.89217,0.98316
"2024may23","petite","001","4",16.66777,4833.483,663.78224,4062,7959,54.61004,204.75805,15.51539,4.94179,4.29441,44.94599,0.87009,80563.39945,4617,100,15070800,1,1.15075,0.869,0.98422
"2024may23","petite","001","4",15.84989,5927.59696,1234.65993,4533,12069,50.35733,207.98221,14.95557,4.66966,4.32166,50.9668,0.89049,93951.743,5483,100,17575325,1,1.08052,0.92548,0.98718
"2024may23","petite","001","4",15.5826,4488.67547,717.05364,3725,7151,73.85238,210.55694,14.95253,4.84363,4.09618,74.2765,0.87583,69945.25266,4192,100,13084489,1,1.18247,0.84569,0.98613
"2024may23","petite","001","4",19.45286,7786.16461,2178.03285,5421,14360,46.4226,211.59055,16.79597,5.60991,4.41507,5.75702,0.86653,151463.19486,6938,100,28333853,1,1.27063,0.78701,0.98765
"2024may23","petite","001","4",13.39623,4513.35275,331.61734,4042,6022,55.93075,215.16733,13.92893,4.45146,3.83169,162.18783,0.86767,60461.90435,4409,100,11310462,1,1.16175,0.86077,0.98005
"2024may23","petite","001","4",17.61396,2368.40637,141.94591,2119,2914,92.73059,216.52401,16.13274,5.60629,4.00029,95.20507,0.85045,41717.00456,2335,100,7803899,1,1.40147,0.71354,0.98549
"2024may23","petite","001","4",18.31424,5507.93199,2485.50173,3065,16172,354.31171,216.05163,16.04708,5.27321,4.42205,156.38739,0.89373,100873.57314,4668,100,18870175,1,1.19248,0.83859,0.98989
"2024may23","petite","001","4",17.61396,4857.45311,997.08904,3921,10204,59.79289,221.44136,16.21105,5.54097,4.04745,148.62058,0.84226,85558.96314,4473,100,16005308,1,1.369,0.73046,0.98402
"2024may23","petite","001","4",16.39514,4954.68927,397.55997,4436,9429,56.03282,224.09197,15.44443,5.10989,4.0852,134.77225,0.86374,81232.84736,4865,100,15196032,1,1.25083,0.79947,0.98427
"2024may23","petite","001","4",16.59828,4643.99839,724.81652,3847,8633,50.87283,224.17802,15.53009,5.26908,4.01087,132.03093,0.86482,77082.38468,4443,100,14419615,1,1.3137,0.76121,0.98665
"2024may23","petite","001","4",16.28289,6587.01215,2859.64507,4377,16048,60.34726,226.9396,15.28046,5.124,4.04606,26.27166,0.87633,107255.56629,5257,100,20064039,1,1.26642,0.78963,0.98608
"2024may23","petite","001","4",16.96178,2506.47274,278.02164,1862,3695,29.94994,228.55381,15.44443,4.95159,4.36151,165.43331,0.89359,42514.25121,2467,100,7953038,1,1.13529,0.88083,0.98878
"2024may23","petite","001","4",15.74297,4473.49711,348.97696,3708,6103,53.80837,228.92986,15.39425,5.28513,3.79263,42.418,0.83479,70426.1484,4403,100,13174449,1,1.39353,0.7176,0.98331
"2024may23","petite","001","4",18.52272,2142.20664,517.37557,1767,5530,194.57523,230.85821,16.56408,5.44185,4.33379,149.06975,0.84836,39679.48954,1996,100,7422746,1,1.25568,0.79638,0.98145
"2024may23","petite","001","4",17.3146,1890.50973,257.92679,1565,3219,181.27636,231.32617,15.8152,5.28002,4.1753,143.5936,0.86991,32733.41682,1822,100,6123361,1,1.26458,0.79077,0.98495
"2024may23","petite","001","4",21.62855,5944.03905,2478.63509,3668,15796,48.04232,232.42309,17.58768,5.65397,4.87062,158.78588,0.87866,128560.93115,4848,100,24049582,1,1.16083,0.86145,0.98743
"2024may23","petite","001","4",13.4283,3703.02349,417.48939,3203,7122,59.47908,233.37062,13.97176,4.61881,3.7017,19.10814,0.86443,49725.31908,3587,100,9301995,1,1.24775,0.80144,0.98221
"2024may23","petite","001","4",19.63462,4503.02069,612.88164,3846,8513,54.07915,234.40788,16.81371,5.43689,4.59814,9.54781,0.87278,88415.08073,4324,100,16539595,1,1.18241,0.84573,0.9875
"2024may23","petite","002","4",15.032,2330.01174,441.21461,1905,5318,153.46069,4.09259,14.90235,4.81327,3.97637,120.05565,0.85058,35024.73852,2220,100,6551993,1,1.21047,0.82613,0.97843
"2024may23","petite","002","4",16.22408,5019.17825,809.73195,3926,8714,112.30779,5.7468,15.15198,4.57799,4.51227,65.77639,0.88804,81431.56699,4778,100,15233206,1,1.01457,0.98564,0.98715
"2024may23","petite","002","4",14.70057,2784.56182,671.49035,2139,5785,156.14818,8.03244,14.47101,4.52801,4.13368,143.79953,0.88216,40934.64558,2519,100,7657545,1,1.09539,0.91291,0.98408
"2024may23","petite","002","4",14.0484,5201.89498,672.47154,4549,9593,123.77922,8.01903,14.17121,4.55589,3.92612,165.70991,0.87907,73078.29692,4962,100,13670580,1,1.16041,0.86177,0.98741
"2024may23","petite","002","4",18.04695,8215.11256,2500.49101,5264,13843,128.93068,8.95164,16.03974,5.08256,4.52097,131.51909,0.88149,148257.75965,7291,100,27734220,1,1.12422,0.88951,0.98469
"2024may23","petite","002","4",18.46392,6989.4751,1496.01095,5134,14857,109.39921,10.18677,16.36767,5.23397,4.49162,148.44233,0.86608,129053.0795,6634,100,24141647,1,1.16527,0.85817,0.98601
"2024may23","petite","002","4",13.1824,5596.99473,1547.0945,4702,15177,114.59187,10.60705,13.81818,4.60775,3.64264,2.57241,0.86757,73781.83412,5128,100,13802189,1,1.26495,0.79055,0.98267
"2024may23","petite","002","4",13.19309,3041.71515,330.97002,2579,5617,93.01177,12.14739,13.94667,4.76164,3.52777,156.58282,0.85234,40129.63168,2974,100,7506953,1,1.34976,0.74087,0.98484
"2024may23","petite","002","4",13.10222,4480.30151,574.58484,4016,7870,125.86175,13.44673,14.21404,4.89125,3.41063,93.32717,0.81493,58701.88263,4302,100,10981219,1,1.43412,0.69729,0.98217
"2024may23","petite","002","4",16.34169,3777.48675,526.23682,3249,6652,97.49311,14.53672,15.45482,5.24385,3.96787,137.55486,0.85976,61730.51007,3630,100,11547777,1,1.32158,0.75667,0.98502
"2024may23","petite","002","4",18.45322,5572.0113,1804.57875,4140,13822,134.20458,15.24811,16.47842,5.39425,4.35563,58.17061,0.85399,102821.57506,4822,100,19234583,1,1.23846,0.80746,0.98012
"2024may23","petite","002","4",10.18349,4245.98005,433.77595,3672,6927,121.85141,15.53708,12.2672,4.13306,3.13715,143.58154,0.85038,43238.87705,4143,100,8088592,1,1.31746,0.75904,0.98019
"2024may23","petite","002","4",12.63714,3802.97081,344.17878,3059,5012,138.26374,17.23332,13.63647,4.48568,3.587,43.15959,0.85399,48058.69142,3748,100,8990223,1,1.25054,0.79966,0.98295
"2024may23","petite","002","4",20.14245,2272.63243,521.56497,1419,4003,259.34772,17.83676,17.3307,5.5201,4.64596,66.02769,0.84273,45776.3932,2105,100,8563279,1,1.18815,0.84164,0.97997
"2024may23","petite","002","4",14.96785,4937.78286,745.75032,4271,8222,125.72692,18.48756,14.65272,4.79197,3.977,95.74879,0.87606,73908.00777,4643,100,13825792,1,1.20492,0.82993,0.98194
"2024may23","petite","002","4",20.97103,5634.32526,1480.08606,4223,12040,119.43215,19.18891,17.45184,5.93763,4.49694,141.72148,0.86526,118157.61048,5032,100,22103458,1,1.32037,0.75736,0.98804
"2024may23","petite","002","4",20.49527,2277.55556,356.54008,1567,3633,321.95644,19.34066,17.08107,5.25518,4.96565,77.46278,0.88274,46679.10976,2222,100,8732148,1,1.05831,0.9449,0.98662
"2024may23","petite","002","4",11.74442,4186.30178,666.20856,3668,7991,130.15817,19.38658,13.53308,4.59056,3.25744,72.67668,0.80584,49165.68175,4002,100,9197305,1,1.40925,0.7096,0.98631
"2024may23","petite","002","4",16.66777,1810.21841,199.89762,1458,3188,325.92902,22.61243,15.32329,4.93593,4.29951,148.57314,0.89204,30172.31026,1792,100,5644261,1,1.14802,0.87106,0.98765
"2024may23","petite","002","4",14.47605,4096.02696,595.5282,3365,7305,116.32246,22.81906,14.54932,4.93516,3.73473,133.7731,0.85936,59294.29956,3926,100,11092041,1,1.32142,0.75676,0.98598
"2024may23","petite","002","4",20.57011,5058.37188,918.60326,3900,8394,45.16355,24.3829,17.3307,5.69207,4.60126,121.46135,0.86063,104051.24833,4686,100,19464615,1,1.23707,0.80836,0.98113
"2024may23","petite","002","4",16.43791,5047.69724,855.14513,4197,8027,128.01919,23.6469,15.37651,5.17768,4.04224,0.75614,0.87366,82973.59262,4668,100,15521669,1,1.28089,0.7807,0.98716
"2024may23","petite","002","4",14.27826,4150.11981,556.27231,3547,6971,133.37424,23.80226,14.52423,4.77459,3.80759,157.40125,0.85055,59256.50038,3990,100,11084970,1,1.25397,0.79747,0.97893
"2024may23","petite","002","4",16.81745,3226.13636,187.14705,2648,3793,73.11984,25.15023,15.54783,5.324,4.02191,132.98406,0.87424,54255.39324,3228,100,10149425,1,1.32375,0.75543,0.98838
"2024may23","petite","002","4",14.57227,2981.88591,545.51163,2413,5968,138.07617,25.32696,14.44592,4.64495,3.99444,165.2525,0.8775,43452.85855,2850,100,8128621,1,1.16285,0.85995,0.9859
"2024may23","petite","002","4",14.19808,3902.26017,324.51597,3278,5165,41.15841,26.9347,14.31744,4.77911,3.78262,143.98329,0.87038,55404.59291,3816,100,10364403,1,1.26344,0.79149,0.98699
"2024may23","petite","002","4",17.91331,5597.77081,1418.67417,3932,13253,63.31495,27.3682,16.19331,5.52503,4.12811,35.13786,0.85845,100274.61847,5086,100,18758130,1,1.33839,0.74717,0.98559
"2024may23","petite","002","4",13.72766,3817.09229,576.28247,3333,7802,131.2925,27.9414,14.2997,4.76708,3.66652,136.18107,0.84363,52399.74298,3655,100,9802293,1,1.30017,0.76913,0.9824
"2024may23","petite","002","4",15.48104,3711.41471,447.48748,2994,5439,72.62175,30.13076,15.0131,4.76947,4.13276,134.8034,0.86312,57456.54657,3581,100,10748257,1,1.15406,0.8665,0.98203
"2024may23","petite","002","4",19.05194,6549.63019,1269.85796,5009,12014,45.62002,30.8078,16.72805,5.61125,4.32305,9.15191,0.85558,124783.15197,6025,100,23342882,1,1.29798,0.77043,0.98712
"2024may23","petite","002","4",15.28859,2367.30524,323.88321,1857,3755,295.68025,32.27588,14.93479,4.98126,3.90786,59.18495,0.86135,36192.76561,2262,100,6770493,1,1.27468,0.78451,0.98502
"2024may23","petite","002","4",21.6927,6173.11188,1075.6535,5091,10725,50.22201,34.66411,17.82261,5.94841,4.64325,76.02368,0.85819,133911.43609,5744,100,25050488,1,1.28109,0.78059,0.98819
